Name,Breed,Color,Size,Energy Level,Gender,Weight (kg),Age (years)
Daisy,Bulldog,Golden,Large,Low,Female,50,10
Oliver,Beagle,White,Medium,Medium,Male,25,4
Chloe,Dachshund,Black,Medium,High,Male,47,4
Jack,Golden Retriever,Golden,Medium,Medium,Male,20,14
Sophie,Shih Tzu,Gray,Small,Low,Female,11,11
Leo,Rottweiler,Gray,Small,High,Male,17,10
Bailey,French Bulldog,White,Small,Medium,Female,31,9
Lucy,Yorkshire Terrier,Black,Small,High,Female,14,10
Luna,Poodle,Gray,Small,Low,Male,11,9
Luna,Siberian Husky,Cream,Small,Medium,Male,13,2
Rocky,Great Dane,Golden,Small,Low,Female,21,15
Daisy,German Shepherd,Brown,Large,Medium,Male,14,14
Cooper,Doberman,Spotted,Medium,Low,Female,42,1
Leo,Golden Retriever,Gray,Large,High,Female,14,2
Leo,Doberman,Spotted,Large,High,Female,14,11
Jack,Yorkshire Terrier,Spotted,Large,Low,Male,45,1
Stella,Great Dane,Brindle,Medium,High,Male,48,1
Rocky,French Bulldog,White,Large,Low,Female,14,13
Milo,Chihuahua,Golden,Medium,Medium,Male,5,2
Luna,Pug,Brindle,Medium,Low,Male,33,8
Lucy,Rottweiler,White,Large,Medium,Female,24,4
Luna,French Bulldog,Brown,Medium,High,Male,7,9
Max,Siberian Husky,Golden,Small,Medium,Male,24,6
Bella,Rottweiler,Gray,Large,High,Female,23,14
Cooper,Bulldog,Gray,Medium,Medium,Female,18,1
Milo,Yorkshire Terrier,Black,Small,Medium,Female,37,5
Oliver,Labrador Retriever,Black,Large,High,Female,49,9
Oliver,Boxer,Brindle,Medium,Medium,Female,50,1
Buddy,Boxer,Cream,Small,Low,Male,49,5
Stella,Chihuahua,White,Medium,Low,Female,15,4
Lucy,German Shepherd,Cream,Large,High,Male,28,8
Milo,German Shepherd,Gray,Medium,Medium,Male,5,8
Lucy,Beagle,Black,Medium,High,Male,10,10
Bella,Pug,Spotted,Medium,High,Male,27,3
Lucy,Siberian Husky,Spotted,Medium,Medium,Male,24,6
Sadie,Border Collie,Golden,Small,Medium,Female,29,5
Bella,Dachshund,Brown,Small,High,Female,35,11
Sadie,Labrador Retriever,White,Small,High,Female,40,12
Lucy,Rottweiler,Cream,Small,Medium,Female,37,3
Bella,Border Collie,Gray,Medium,High,Female,12,13
Leo,Bulldog,Spotted,Large,Medium,Female,31,5
Max,Great Dane,Black,Large,Low,Male,22,13
Buddy,Golden Retriever,Brindle,Large,High,Male,40,9
Oliver,Poodle,Golden,Small,High,Male,21,5
Bella,Siberian Husky,Black,Medium,Low,Male,32,1
Charlie,Beagle,Golden,Medium,Medium,Male,15,11
Toby,Border Collie,White,Small,High,Male,9,7
Rocky,Shih Tzu,Black,Small,Medium,Male,10,11
Sophie,German Shepherd,Brindle,Small,Low,Female,29,1
Lucy,Golden Retriever,Golden,Medium,High,Male,11,2
Oliver,Golden Retriever,Brown,Medium,High,Male,41,6
Charlie,Dachshund,Golden,Small,Medium,Male,27,13
Chloe,Shih Tzu,Cream,Small,Low,Female,26,3
Buddy,Siberian Husky,Gray,Medium,Low,Male,50,6
Toby,Siberian Husky,Brown,Medium,Medium,Female,33,3
Charlie,Rottweiler,Cream,Large,Low,Male,18,14
Rocky,Boxer,Cream,Small,Low,Male,13,14
Maggie,Dachshund,White,Small,Low,Female,48,6
Rocky,Golden Retriever,Brown,Small,Low,Female,6,9
Cooper,Chihuahua,Brown,Large,Medium,Female,30,8
Sadie,Yorkshire Terrier,Black,Medium,Medium,Male,23,14
Jack,German Shepherd,Brown,Medium,High,Female,22,12
Toby,Rottweiler,Gray,Medium,Medium,Female,31,7
Buddy,Boxer,White,Small,Low,Female,39,5
Toby,Boxer,Black,Medium,Low,Female,37,12
Daisy,Doberman,Golden,Medium,High,Female,36,5
Milo,Australian Shepherd,Brindle,Small,Low,Male,38,3
Daisy,Chihuahua,Golden,Small,Medium,Female,22,4
Daisy,German Shepherd,Brown,Large,Medium,Female,28,6
Maggie,French Bulldog,Spotted,Medium,Medium,Male,30,9
Buddy,Pug,Cream,Large,Medium,Female,37,6
Charlie,Pug,Cream,Large,High,Male,6,2
Oliver,Bulldog,White,Large,Medium,Male,10,4
Cooper,Pug,Golden,Medium,Low,Female,44,7
Stella,German Shepherd,Spotted,Medium,Medium,Female,42,5
Sophie,Rottweiler,Gray,Large,Low,Female,34,1
Bailey,Doberman,Black,Medium,Medium,Male,19,10
Rocky,Corgi,Golden,Small,High,Male,21,2
Lucy,Golden Retriever,Black,Large,Low,Male,44,12
Sophie,Rottweiler,Brindle,Small,Low,Male,36,9
Lucy,Yorkshire Terrier,White,Large,Medium,Male,22,12
Bailey,Shih Tzu,Gray,Small,High,Female,26,7
Buddy,Shih Tzu,Brindle,Medium,Medium,Female,39,9
Lucy,Shih Tzu,Brown,Medium,High,Male,35,3
Leo,Poodle,Black,Large,High,Female,22,11
Buddy,Corgi,Brown,Small,Medium,Male,10,13
Bailey,Australian Shepherd,Brindle,Large,Low,Female,26,9
Cooper,Australian Shepherd,Brindle,Small,Medium,Male,10,9
Chloe,Chihuahua,Black,Small,Low,Male,15,14
Charlie,Pug,Cream,Medium,High,Female,33,6
Bella,German Shepherd,Black,Small,Medium,Male,33,9
Milo,Boxer,Brindle,Small,Medium,Female,5,9
Charlie,Labrador Retriever,Spotted,Medium,Low,Female,23,7
Rocky,Golden Retriever,Brindle,Large,Low,Male,16,1
Bella,Siberian Husky,Gray,Medium,High,Female,50,6
Chloe,Bulldog,Black,Small,Medium,Male,48,12
Sadie,Chihuahua,Spotted,Small,High,Male,40,6
Milo,Beagle,Brindle,Small,High,Male,19,8
Toby,Bulldog,Black,Small,High,Female,7,7
Milo,Bulldog,Cream,Small,Medium,Male,26,12
Charlie,German Shepherd,Brindle,Large,High,Female,27,11
Bailey,Poodle,Cream,Medium,Low,Female,20,2
Bella,Dachshund,Gray,Large,High,Female,42,4
Lucy,Bulldog,Brindle,Medium,High,Male,9,9
Chloe,Australian Shepherd,White,Large,Medium,Male,26,6
Milo,Yorkshire Terrier,Spotted,Small,High,Male,32,15
Bella,Border Collie,Golden,Small,Low,Female,19,4
Toby,Great Dane,Spotted,Small,Medium,Female,29,8
Bailey,Australian Shepherd,Gray,Small,Medium,Male,49,9
Jack,Dachshund,Brindle,Small,High,Female,19,12
Bella,Doberman,White,Small,High,Female,37,5
Jack,Labrador Retriever,Spotted,Small,Medium,Female,13,7
Cooper,Beagle,White,Medium,Low,Male,26,8
Bailey,Pug,Black,Medium,Medium,Female,15,5
Oliver,Bulldog,Brown,Medium,Medium,Male,7,4
Sadie,Beagle,Cream,Small,Low,Male,37,1
Rocky,Pug,Brown,Small,Medium,Male,12,2
Bella,Dachshund,Brindle,Medium,Medium,Female,40,5
Milo,German Shepherd,Gray,Large,High,Female,48,5
Bailey,Yorkshire Terrier,Brindle,Large,High,Male,15,15
Buddy,Labrador Retriever,Black,Medium,Low,Female,33,14
Daisy,Shih Tzu,Brown,Medium,Medium,Male,30,7
Bella,Dachshund,Golden,Large,Low,Male,9,13
Sophie,Poodle,Black,Medium,Medium,Female,43,13
Maggie,Golden Retriever,Cream,Small,High,Female,46,1
Luna,Shih Tzu,Golden,Small,Medium,Male,28,14
Bella,Dachshund,Brown,Medium,Low,Female,40,2
Bailey,Dachshund,Black,Medium,High,Male,14,11
Sadie,Chihuahua,Brindle,Medium,High,Male,5,9
Max,Siberian Husky,Brown,Medium,Medium,Male,30,2
Sophie,Great Dane,White,Medium,High,Male,17,3
Cooper,Labrador Retriever,Cream,Medium,Medium,Female,33,15
Toby,Beagle,Cream,Large,Low,Female,46,14
Milo,Yorkshire Terrier,Brown,Large,High,Male,40,10
Lucy,Labrador Retriever,Brindle,Medium,Low,Male,9,7
Oliver,Shih Tzu,Brindle,Small,High,Male,41,14
Lucy,Beagle,Spotted,Small,High,Female,49,4
Charlie,German Shepherd,Spotted,Large,Medium,Female,30,13
Stella,Golden Retriever,Cream,Large,High,Male,28,8
Bella,Poodle,Gray,Small,High,Female,29,13
Sadie,German Shepherd,White,Large,Low,Male,17,6
Stella,Pug,Spotted,Medium,Medium,Male,29,15
Cooper,Poodle,Brindle,Medium,Medium,Male,38,11
Charlie,Bulldog,Spotted,Large,High,Female,47,14
Cooper,Australian Shepherd,Brown,Small,Low,Female,25,2
Milo,Golden Retriever,White,Large,Low,Male,36,12
Sadie,Golden Retriever,Gray,Medium,High,Female,42,1
Milo,Poodle,Brown,Large,Low,Female,5,12
Stella,French Bulldog,Gray,Medium,Medium,Male,25,1
Max,Border Collie,Brindle,Large,Medium,Male,26,14
Luna,Great Dane,White,Medium,Low,Male,49,9
Rocky,Boxer,Spotted,Large,Low,Female,15,13
Milo,Great Dane,Black,Small,Low,Male,49,13
Toby,Corgi,White,Medium,Medium,Female,7,6
Max,Pug,Brindle,Small,Low,Male,5,3
Charlie,Boxer,Spotted,Small,High,Male,49,3
Toby,Great Dane,Gray,Small,High,Male,5,5
Oliver,Dachshund,Golden,Small,Low,Male,21,2
Sophie,Bulldog,Black,Medium,Low,Female,29,7
Leo,Siberian Husky,Spotted,Small,Low,Male,39,10
Jack,Australian Shepherd,Gray,Small,Low,Female,47,4
Milo,Chihuahua,Brindle,Large,Low,Female,10,9
Max,Labrador Retriever,Brown,Medium,Medium,Male,37,3
Bella,Poodle,White,Large,High,Female,18,12
Luna,Boxer,Cream,Medium,Medium,Female,12,6
Sophie,Siberian Husky,Black,Medium,Medium,Female,42,12
Milo,Dachshund,Golden,Small,Medium,Female,19,9
Chloe,Border Collie,Cream,Medium,Medium,Female,13,9
Charlie,Border Collie,Brown,Medium,Medium,Male,31,9
Toby,Corgi,Golden,Medium,High,Male,44,5
Sadie,Dachshund,Spotted,Large,High,Female,25,7
Milo,Corgi,Gray,Small,High,Female,35,15
Lucy,Great Dane,Golden,Small,High,Male,26,10
Bailey,Corgi,Golden,Large,Low,Female,11,10
Milo,Doberman,Brindle,Large,Medium,Male,31,4
Leo,Australian Shepherd,Brown,Large,Medium,Male,8,5
Cooper,German Shepherd,Gray,Small,Low,Female,5,14
Daisy,Siberian Husky,Brindle,Small,Low,Male,32,13
Chloe,Pug,White,Small,Medium,Female,14,12
Milo,Golden Retriever,Spotted,Small,Low,Female,40,5
Oliver,Siberian Husky,Golden,Large,High,Female,14,13
Sophie,Golden Retriever,Brindle,Medium,High,Male,19,10
Daisy,Australian Shepherd,Gray,Large,High,Female,7,9
Stella,Siberian Husky,White,Small,Medium,Female,9,2
Sophie,French Bulldog,Cream,Medium,High,Female,19,3
Sadie,Poodle,Black,Small,Medium,Female,25,5
Oliver,Bulldog,Brown,Medium,Medium,Male,6,11
Lucy,French Bulldog,Gray,Medium,High,Female,14,7
Oliver,Dachshund,Golden,Medium,Low,Female,32,6
Bella,Pug,Black,Large,Low,Female,40,1
Rocky,Yorkshire Terrier,Cream,Small,High,Male,21,2
Rocky,Beagle,Brown,Medium,Low,Male,46,14
Oliver,Border Collie,Spotted,Large,Medium,Male,16,5
Buddy,Pug,Brown,Small,Medium,Male,23,13
Max,Beagle,Gray,Large,High,Female,43,15
Cooper,Doberman,Brindle,Medium,High,Female,29,10
Oliver,German Shepherd,Gray,Medium,Low,Male,37,8
Charlie,Poodle,Brindle,Large,Medium,Male,10,8
Buddy,German Shepherd,Gray,Small,Medium,Female,22,3
Oliver,Boxer,Golden,Small,High,Male,5,12
Oliver,Siberian Husky,Cream,Medium,Low,Female,5,11
Charlie,Yorkshire Terrier,Black,Medium,Medium,Female,47,11
Milo,Shih Tzu,Brindle,Small,High,Female,24,1
Sadie,Yorkshire Terrier,Brown,Large,High,Male,35,6
Leo,Border Collie,Cream,Large,Medium,Male,35,9
Leo,Pug,Brown,Small,Medium,Male,22,13
Lucy,Siberian Husky,Brown,Large,Low,Female,23,13
Buddy,Great Dane,Brown,Large,Low,Male,28,3
Daisy,Australian Shepherd,Brindle,Medium,Medium,Male,30,11
Buddy,Labrador Retriever,Cream,Large,High,Female,35,7
Sophie,Boxer,Black,Large,Medium,Male,15,4
Cooper,Boxer,White,Large,Low,Male,40,7
Luna,Doberman,White,Small,Medium,Male,33,3
Buddy,Pug,White,Large,Medium,Male,46,4
Luna,Great Dane,Brown,Small,Medium,Female,37,8
Chloe,Chihuahua,Gray,Small,High,Female,22,12
Bella,Australian Shepherd,Golden,Medium,Medium,Female,6,13
Stella,French Bulldog,Golden,Medium,Medium,Male,18,4
Toby,Rottweiler,White,Medium,High,Female,47,10
Bailey,Beagle,Brindle,Large,Low,Male,46,7
Lucy,Yorkshire Terrier,Cream,Medium,Low,Female,34,5
Max,Shih Tzu,Golden,Medium,High,Female,8,8
Lucy,Dachshund,White,Medium,High,Female,7,6
Bella,Great Dane,Brown,Small,Low,Female,32,14
Maggie,German Shepherd,Brindle,Large,High,Male,5,3
Bella,Australian Shepherd,Spotted,Large,Low,Female,41,15
Max,Shih Tzu,Cream,Small,High,Male,40,15
Luna,Doberman,Brown,Medium,Medium,Female,35,2
Luna,Bulldog,Black,Large,High,Male,27,2
Toby,Beagle,White,Medium,Medium,Male,47,5
Daisy,Labrador Retriever,White,Large,Medium,Male,17,13
Stella,Golden Retriever,Spotted,Small,Medium,Female,45,15
Rocky,Australian Shepherd,Spotted,Medium,Low,Male,18,9
Bailey,Great Dane,Black,Medium,Low,Male,12,6
Cooper,Australian Shepherd,Brindle,Large,High,Female,5,12
Leo,Chihuahua,Gray,Large,High,Female,22,9
Chloe,Yorkshire Terrier,Spotted,Small,Medium,Male,31,12
Daisy,Great Dane,Black,Small,Medium,Female,48,13
Buddy,Beagle,Golden,Large,Medium,Male,50,2
Bailey,French Bulldog,Brown,Large,Medium,Male,41,3
Oliver,Labrador Retriever,Gray,Large,Low,Male,9,11
Max,Golden Retriever,Brown,Large,Medium,Female,20,3
Luna,Doberman,Golden,Medium,Low,Male,14,5
Maggie,Dachshund,Gray,Medium,Medium,Male,50,9
Bella,Great Dane,Gray,Large,High,Female,28,6
Luna,Siberian Husky,White,Medium,Low,Female,42,10
Sadie,Australian Shepherd,Spotted,Medium,Low,Male,34,3
Daisy,Great Dane,Brindle,Medium,Low,Female,31,9
Rocky,Siberian Husky,Golden,Small,High,Male,28,5
Sophie,German Shepherd,Cream,Medium,High,Male,19,1
Milo,Shih Tzu,Spotted,Small,High,Female,50,10
Stella,Chihuahua,Brown,Medium,High,Female,5,11
Sadie,Dachshund,Brindle,Small,Low,Female,43,13
Leo,Great Dane,White,Small,Low,Male,28,14
Milo,Boxer,White,Small,High,Male,14,4
Max,French Bulldog,White,Small,Medium,Male,27,9
Bella,Great Dane,Golden,Medium,Medium,Male,18,8
Toby,Australian Shepherd,Brindle,Small,Low,Female,23,3
Chloe,Yorkshire Terrier,Black,Small,Low,Male,27,9
Lucy,Poodle,Spotted,Small,Medium,Male,17,11
Stella,Australian Shepherd,Brindle,Small,Medium,Female,28,7
Toby,Border Collie,White,Medium,High,Male,14,3
Buddy,Labrador Retriever,Gray,Small,High,Female,50,2
Buddy,French Bulldog,Brindle,Small,High,Female,5,14
Lucy,Pug,Brown,Small,High,Female,26,7
Luna,Boxer,Spotted,Medium,Medium,Male,44,9
Stella,French Bulldog,Brindle,Large,High,Female,19,8
Luna,German Shepherd,Gray,Medium,High,Male,24,7
Bella,German Shepherd,Golden,Small,High,Male,42,1
Bailey,Pug,Brindle,Small,Low,Female,45,3
Cooper,Labrador Retriever,Black,Medium,Low,Male,13,9
Max,Poodle,Gray,Large,Low,Male,6,2
Rocky,Australian Shepherd,Brown,Medium,Medium,Female,19,13
Charlie,Poodle,Black,Medium,Low,Male,31,9
Oliver,Pug,Cream,Small,Low,Female,12,14
Milo,Corgi,Spotted,Small,High,Male,31,4
Bella,Golden Retriever,Gray,Large,Medium,Female,25,12
Buddy,Shih Tzu,Brindle,Medium,Medium,Male,28,13
Maggie,Shih Tzu,Brown,Large,Medium,Male,28,9
Toby,Bulldog,White,Large,Medium,Male,10,10
Jack,Border Collie,Cream,Large,Medium,Male,39,4
Maggie,Great Dane,Black,Large,Medium,Male,14,1
Milo,Golden Retriever,Cream,Small,High,Female,9,6
Buddy,Pug,Brown,Medium,Low,Male,17,13
Stella,Labrador Retriever,Gray,Medium,High,Male,36,14
Sophie,Doberman,Spotted,Medium,Medium,Female,18,3
Luna,French Bulldog,White,Small,High,Female,40,15
Daisy,Dachshund,Brindle,Small,High,Female,28,2
Milo,Chihuahua,Spotted,Small,Low,Male,47,14
Rocky,Pug,Brown,Medium,High,Female,13,4
Leo,Dachshund,Cream,Large,Low,Female,49,4
Cooper,Bulldog,White,Small,High,Male,28,6
Toby,Border Collie,Brindle,Small,Low,Male,11,6
Maggie,Chihuahua,Black,Small,High,Female,48,8
Toby,Doberman,Black,Small,Medium,Female,23,7
Oliver,French Bulldog,Brindle,Large,Low,Female,50,9
Max,Doberman,Spotted,Large,Medium,Male,33,7
Lucy,Rottweiler,White,Medium,High,Female,32,15
Toby,Dachshund,Cream,Large,Medium,Female,23,8
Sophie,Dachshund,Brindle,Small,Low,Female,29,7
Luna,Shih Tzu,Cream,Small,High,Male,22,6
Lucy,Australian Shepherd,Golden,Large,Low,Male,43,8
Lucy,Rottweiler,Gray,Medium,Medium,Female,16,11
Luna,Beagle,Cream,Large,Low,Male,39,15
Sophie,Bulldog,Brindle,Medium,Medium,Male,40,2
Luna,German Shepherd,Golden,Small,Medium,Male,36,13
Stella,Australian Shepherd,Golden,Large,Medium,Female,16,5
Charlie,Pug,Brindle,Medium,Low,Female,41,15
Toby,Poodle,Brindle,Small,Medium,Female,47,8
Jack,Beagle,Brown,Small,Low,Male,14,13
Charlie,Siberian Husky,Brindle,Medium,Medium,Male,48,11
Sadie,Pug,Gray,Large,Low,Female,48,7
Milo,Australian Shepherd,Golden,Medium,High,Male,47,11
Max,Yorkshire Terrier,Spotted,Small,Medium,Female,32,15
Cooper,Pug,White,Medium,Medium,Female,30,7
Toby,Shih Tzu,Gray,Large,High,Female,13,9
Jack,Dachshund,White,Medium,Low,Male,10,1
Buddy,French Bulldog,Cream,Medium,Medium,Male,20,8
Bella,Australian Shepherd,White,Medium,High,Female,42,10
Rocky,Dachshund,Cream,Large,Low,Female,28,15
Toby,Labrador Retriever,Golden,Medium,High,Female,8,14
Bailey,Yorkshire Terrier,Brown,Large,Medium,Male,31,3
Cooper,German Shepherd,Golden,Small,Medium,Female,46,11
Charlie,Australian Shepherd,White,Small,Low,Female,37,8
Maggie,Yorkshire Terrier,Black,Large,Medium,Female,15,8
Milo,German Shepherd,Brown,Large,Medium,Male,43,13
Stella,Australian Shepherd,Brindle,Large,Low,Female,48,7
Cooper,Shih Tzu,Brindle,Small,High,Male,23,13
Sophie,Great Dane,White,Large,Medium,Female,40,11
Lucy,Siberian Husky,White,Medium,Low,Female,43,13
Stella,Boxer,Cream,Small,High,Female,43,14
Max,Australian Shepherd,Brindle,Medium,High,Male,38,3
Buddy,Siberian Husky,White,Medium,Medium,Male,24,15
Stella,Corgi,Brown,Large,High,Male,13,5
Daisy,Golden Retriever,Cream,Medium,High,Male,16,8
Rocky,French Bulldog,Cream,Small,High,Female,41,14
Leo,German Shepherd,Brown,Small,Low,Female,38,9
Bailey,Shih Tzu,Spotted,Large,Medium,Male,36,6
Jack,Beagle,Brindle,Small,Medium,Male,25,15
Sophie,Shih Tzu,Cream,Large,Low,Male,28,15
Buddy,Rottweiler,Black,Small,Low,Male,38,13
Cooper,Australian Shepherd,Brown,Large,High,Female,32,4
Toby,Labrador Retriever,Brindle,Small,High,Male,11,12
Jack,Golden Retriever,Spotted,Small,High,Male,23,10
Max,Chihuahua,Spotted,Medium,High,Female,5,10
Toby,Dachshund,White,Large,Low,Male,18,4
Rocky,Corgi,Brindle,Small,Low,Female,32,13
Lucy,Chihuahua,Cream,Medium,Medium,Female,39,15
Rocky,German Shepherd,Spotted,Medium,Medium,Male,29,1
Milo,German Shepherd,Brown,Medium,Medium,Female,26,15
Buddy,Beagle,Cream,Small,Medium,Male,14,12
Daisy,Pug,Black,Small,Medium,Male,39,8
Max,Bulldog,Brindle,Large,High,Female,45,4
Milo,Doberman,Cream,Small,Low,Male,32,13
Max,Border Collie,Brown,Small,High,Male,39,13
Maggie,French Bulldog,Gray,Large,Medium,Male,31,15
Leo,Labrador Retriever,Spotted,Large,High,Male,50,14
Oliver,Rottweiler,Spotted,Large,High,Male,24,2
Cooper,Dachshund,Spotted,Small,Medium,Female,30,2
Chloe,Pug,Golden,Small,Medium,Female,41,1
Luna,Border Collie,Golden,Large,High,Male,20,15
Maggie,Yorkshire Terrier,Brindle,Medium,Medium,Female,44,12
Bailey,Bulldog,Spotted,Large,Low,Female,29,8
Max,Corgi,Spotted,Small,High,Female,44,1
Sadie,Labrador Retriever,Cream,Large,Medium,Female,28,1
Daisy,Boxer,Cream,Large,Low,Male,10,12
Milo,Golden Retriever,Gray,Small,Low,Female,44,3
Leo,Australian Shepherd,Brindle,Medium,Medium,Male,46,11
Charlie,Corgi,Gray,Medium,Low,Male,42,4
Bailey,Boxer,White,Medium,Low,Female,21,12
Sadie,Pug,Gray,Large,High,Female,8,14
Bailey,Boxer,Brindle,Medium,High,Female,18,3
Cooper,Labrador Retriever,Black,Small,High,Female,26,8
Cooper,Rottweiler,Spotted,Medium,High,Male,11,5
Max,French Bulldog,Brindle,Medium,High,Female,36,1
Oliver,Chihuahua,Golden,Small,Low,Female,5,14
Maggie,Beagle,Golden,Small,High,Female,18,11
Milo,Australian Shepherd,Golden,Large,Low,Male,5,9
Milo,Border Collie,Cream,Medium,Low,Female,37,13
Oliver,Shih Tzu,Brindle,Large,High,Female,8,3
Daisy,Australian Shepherd,Brown,Large,Medium,Female,17,6
Oliver,Siberian Husky,White,Medium,Low,Female,22,1
Sophie,Boxer,Black,Medium,Medium,Male,39,8
Luna,Border Collie,Brown,Small,Medium,Male,28,14
Toby,Rottweiler,Cream,Medium,High,Male,44,4
Sadie,Yorkshire Terrier,Gray,Small,Low,Female,32,10
Bailey,Great Dane,Cream,Large,Low,Male,15,12
Milo,French Bulldog,Brown,Small,Low,Male,34,7
Bailey,Beagle,Cream,Medium,Medium,Female,21,15
Toby,Australian Shepherd,Spotted,Medium,High,Female,31,5
Oliver,Boxer,Golden,Medium,High,Male,30,7
Sadie,Australian Shepherd,Black,Medium,High,Male,36,3
Sophie,Corgi,Gray,Small,Medium,Female,16,11
Toby,Siberian Husky,Spotted,Medium,Low,Male,34,11
Sadie,Australian Shepherd,Cream,Small,Medium,Female,35,2
Lucy,Pug,Golden,Large,Low,Male,40,7
Max,Yorkshire Terrier,Spotted,Large,Medium,Male,17,8
Milo,Pug,Golden,Small,Medium,Male,43,6
Sadie,Pug,Spotted,Large,Medium,Male,10,5
Maggie,Rottweiler,Golden,Medium,Medium,Male,25,5
Sadie,Yorkshire Terrier,Gray,Large,High,Male,21,7
Sadie,Dachshund,Brown,Small,Medium,Female,7,1
Bailey,Australian Shepherd,White,Large,Medium,Male,22,12
Bailey,German Shepherd,White,Medium,Medium,Male,42,1
Luna,Boxer,Brown,Medium,High,Male,5,10
Bailey,Golden Retriever,Black,Medium,High,Female,8,6
Jack,Labrador Retriever,Brindle,Medium,High,Female,21,4
Stella,Dachshund,Cream,Medium,High,Female,29,6
Rocky,Dachshund,Golden,Large,High,Female,14,1
Lucy,Dachshund,White,Small,High,Female,7,9
Buddy,Great Dane,Golden,Small,Low,Male,18,11
Sadie,Doberman,White,Small,Low,Female,25,14
Milo,Corgi,Spotted,Small,Low,Female,42,10
Sadie,Yorkshire Terrier,White,Small,Low,Male,14,5
Max,Labrador Retriever,Cream,Medium,Medium,Male,19,15
Buddy,French Bulldog,Black,Large,Medium,Female,44,13
Milo,French Bulldog,White,Small,High,Male,41,8
Max,Shih Tzu,Black,Medium,Medium,Female,33,10
Chloe,Golden Retriever,Brindle,Small,High,Male,5,11
Jack,Corgi,Cream,Small,Low,Male,40,9
Milo,Chihuahua,Brindle,Large,Low,Male,41,5
Rocky,Rottweiler,Spotted,Medium,Low,Male,20,12
Bella,Border Collie,Brown,Medium,Medium,Male,10,7
Bella,Australian Shepherd,Brindle,Large,Medium,Female,19,12
Toby,French Bulldog,Gray,Medium,High,Male,5,13
Rocky,Boxer,Brown,Medium,Medium,Male,45,14
Maggie,Great Dane,Gray,Large,Medium,Male,23,4
Leo,Rottweiler,Brown,Medium,Low,Male,10,7
Charlie,Poodle,Brindle,Small,Medium,Female,21,14
Luna,Siberian Husky,Cream,Medium,Low,Female,13,9
Oliver,Rottweiler,Gray,Medium,High,Female,7,7
Daisy,Corgi,Brown,Small,Low,Male,50,13
Buddy,Boxer,White,Small,Medium,Male,6,4
Toby,Rottweiler,Spotted,Small,Medium,Female,46,3
Maggie,Corgi,Golden,Medium,Low,Male,26,8
Lucy,Chihuahua,Spotted,Medium,High,Male,41,8
Cooper,German Shepherd,White,Small,High,Female,19,15
Luna,Great Dane,Gray,Medium,Low,Female,32,10
Buddy,French Bulldog,Cream,Medium,Medium,Male,29,6
Toby,Beagle,Cream,Large,Low,Female,23,2
Jack,Bulldog,Spotted,Medium,Medium,Female,13,9
Stella,French Bulldog,Gray,Large,High,Male,40,7
Sadie,Rottweiler,Cream,Small,High,Male,43,15
Chloe,Beagle,Spotted,Medium,Low,Female,7,4
Stella,Siberian Husky,Gray,Large,Low,Male,15,3
Bailey,French Bulldog,Cream,Medium,Medium,Female,15,13
Chloe,Pug,White,Medium,Low,Male,43,4
Leo,Border Collie,Brindle,Medium,Medium,Male,16,9
Toby,Corgi,Black,Medium,Medium,Female,31,4
Lucy,Bulldog,Black,Large,High,Male,31,6
Stella,Chihuahua,Golden,Small,Medium,Female,7,9
Daisy,German Shepherd,White,Large,Low,Male,48,5
Jack,German Shepherd,Golden,Medium,High,Female,50,7
Luna,Doberman,Cream,Medium,Medium,Male,12,2
Sophie,Great Dane,Black,Large,Low,Female,14,15
Bella,Siberian Husky,Cream,Large,Medium,Male,23,8
Sadie,Doberman,Spotted,Large,High,Female,17,14
Sadie,Bulldog,Cream,Medium,High,Female,41,14
Lucy,Doberman,Gray,Medium,Medium,Female,41,8
Oliver,Dachshund,Spotted,Medium,Medium,Female,17,1
Milo,Labrador Retriever,Golden,Large,Medium,Male,25,13
Lucy,German Shepherd,White,Small,Low,Male,22,8
Sadie,Great Dane,Black,Medium,Medium,Female,18,1
Bailey,Chihuahua,Brown,Small,Low,Male,43,7
Sadie,Chihuahua,Gray,Small,Medium,Male,22,14
Maggie,Shih Tzu,Brown,Medium,Low,Male,18,1
Oliver,Doberman,Black,Small,Low,Male,46,6
Leo,Golden Retriever,Black,Small,Medium,Female,20,11
Daisy,Siberian Husky,White,Medium,Low,Female,46,12
Jack,Shih Tzu,White,Medium,High,Male,37,13
Sadie,Corgi,White,Large,High,Male,44,14
Jack,German Shepherd,Cream,Medium,Low,Female,29,3
Milo,Beagle,White,Small,Medium,Female,24,12
Oliver,Chihuahua,Brown,Medium,Low,Female,35,7
Jack,Chihuahua,Golden,Small,High,Male,47,4
Jack,Beagle,Brindle,Small,Low,Male,16,8
Toby,Shih Tzu,Brindle,Small,High,Male,6,13
Oliver,Labrador Retriever,Spotted,Small,Low,Female,44,3
Bailey,French Bulldog,Brown,Small,High,Male,14,6
Stella,Beagle,White,Medium,Medium,Female,18,3
Jack,Beagle,Cream,Small,Low,Female,39,5
Bella,Siberian Husky,Brindle,Large,Medium,Male,22,10
Cooper,Border Collie,Golden,Medium,Low,Male,31,3
Buddy,Border Collie,Cream,Small,Low,Female,17,13
Sophie,Labrador Retriever,Spotted,Medium,High,Male,33,1
Stella,Pug,Brindle,Small,High,Male,27,7
Oliver,Labrador Retriever,Spotted,Medium,High,Female,9,4
